Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
XIYIZIIIIIIIYZXIXZZIZIIIIIII (0.0009965827443930598+0j)
XIXZZIIIIIIIXIYIYZZIIIIIIIII (-0.0009965827443930598+0j)
XIYIZIIIIIIIYZYZYIIIZIIIIIII (0.0009965827443930598+0j)
XIXZZIIIIIIIXIXZXIIIIIIIIIII (-0.0009965827443930598+0j)
IIIIIIIIIIZXIIYIYZZIIIIIIIII (0.01182594435454498+0j)
IIIIIIIIIIIXIIYIYZZIIIIIIIII (-0.01182594435454498+0j)
IIIIIIIIIIZXIIXZXIIIIIIIIIII (0.01182594435454498+0j)
IIIIIIIIIIIXIIXZXIIIIIIIIIII (-0.01182594435454498+0j)
XIXYYIIIXIXXIIYIYZZIIIIIIIII (-0.00410445906677723+0j)
XIXXYIIIXIXYIIYIYZZIIIIIIIII (0.00410445906677723+0j)
XIXYYIIIXIXXIIXZXIIIIIIIIIII (-0.00410445906677723+0j)
XIXXYIIIXIXYIIXZXIIIIIIIIIII (0.00410445906677723+0j)
YIIIYIIIXIXXIIYIYZZIIIIIIIII (-0.0020257272455975416+0j)
XZZIYIIIXIXYIIYIYZZIIIIIIIII (0.0020257272455975416+0j)
YIIIYIIIXIXXIIXZXIIIIIIIIIII (-0.0020257272455975416+0j)
XZZIYIIIXIXYIIXZXIIIIIIIIIII (0.0020257272455975416+0j)
IIIIIIIIZIXZIIYIYZZIIIIIIIII (0.01474585608186399+0j)
IIIIIIIIIZXIIIYIYZZIIIIIIIII (-0.01474585608186399+0j)
IIIIIIIIZIXZIIXZXIIIIIIIIIII (0.01474585608186399+0j)
IIIIIIIIIZXIIIXZXIIIIIIIIIII (-0.01474585608186399+0j)
XIYIYIIIXIXZIIYIYZZIIIIIIIII (-0.0064204077153922285+0j)
XIXZYIIIXIYIIIYIYZZIIIIIIIII (0.0064204077153922285+0j)
XIYIYIIIXIXZIIXZXIIIIIIIIIII (-0.0064204077153922285+0j)
XIXZYIIIXIYIIIXZXIIIIIIIIIII (0.0064204077153922285+0j)
IIIIIIXYYXZIIIYIYZZIIIIIIIII (-0.013467419007104419+0j)
IIIIIIXXYYZIIIYIYZZIIIIIIIII (0.013467419007104419+0j)
IIIIIIXYYXZIIIXZXIIIIIIIIIII (-0.013467419007104419+0j)
IIIIIIXXYYZIIIXZXIIIIIIIIIII (0.013467419007104419+0j)
XYZIYIIIXXZIIIYIYZZIIIIIIIII (-0.0027425434779377446+0j)
XXZIYIIIXYZIIIYIYZZIIIIIIIII (0.0027425434779377446+0j)
XYZIYIIIXXZIIIXZXIIIIIIIIIII (-0.0027425434779377446+0j)
XXZIYIIIXYZIIIXZXIIIIIIIIIII (0.0027425434779377446+0j)
XIXYYIIIXZZIIIYIYZZIIIIIIIII (-0.001405780737270654+0j)
XIXXYIIIYIIIIIYIYZZIIIIIIIII (0.001405780737270654+0j)
XIXYYIIIXZZIIIXZXIIIIIIIIIII (-0.001405780737270654+0j)
XIXXYIIIYIIIIIXZXIIIIIIIIIII (0.001405780737270654+0j)
YIIIYIIIXZZIIIYIYZZIIIIIIIII (0.01227952893032633+0j)
XZZIYIIIYIIIIIYIYZZIIIIIIIII (-0.01227952893032633+0j)
YIIIYIIIXZZIIIXZXIIIIIIIIIII (0.01227952893032633+0j)
XZZIYIIIYIIIIIXZXIIIIIIIIIII (-0.01227952893032633+0j)
IIIIZIXXZIIIIIYIYZZIIIIIIIII (-0.00212204453048514+0j)
IIIIIZYYIIIIIIYIYZZIIIIIIIII (-0.00212204453048514+0j)
IIIIZIXXZIIIIIXZXIIIIIIIIIII (-0.00212204453048514+0j)
IIIIIZYYIIIIIIXZXIIIIIIIIIII (-0.00212204453048514+0j)
IIIIIYYZIIIIIIYIYZZIIIIIIIII (0.012813738578905663+0j)
IIIIIXXIIIIIIIYIYZZIIIIIIIII (0.012813738578905663+0j)
IIIIIYYZIIIIIIXZXIIIIIIIIIII (0.012813738578905663+0j)
IIIIIXXIIIIIIIXZXIIIIIIIIIII (0.012813738578905663+0j)
XYZIYZZIZIIIIIYIYZZIIIIIIIII (-0.013045375567790422+0j)
XXZIXIIIIIIIIIYIYZZIIIIIIIII (-0.013045375567790422+0j)
XYZIYZZIZIIIIIXZXIIIIIIIIIII (-0.013045375567790422+0j)
XXZIXIIIIIIIIIXZXIIIIIIIIIII (-0.013045375567790422+0j)
IIZXIIIIIIIIIIYIYZZIIIIIIIII (0.01696648239411408+0j)
IIIXIIIIIIIIIIYIYZZIIIIIIIII (-0.01696648239411408+0j)
IIZXIIIIIIIIIIXZXIIIIIIIIIII (0.01696648239411408+0j)
IIIXIIIIIIIIIIXZXIIIIIIIIIII (-0.01696648239411408+0j)
ZIXZIIIIIIIIIIYIYZZIIIIIIIII (-0.010456655188907942+0j)
IZXIIIIIIIIIIIYIYZZIIIIIIIII (0.010456655188907942+0j)
ZIXZIIIIIIIIIIXZXIIIIIIIIIII (-0.010456655188907942+0j)
IZXIIIIIIIIIIIXZXIIIIIIIIIII (0.010456655188907942+0j)
IIIIIIIIIIIIIIZIIIIIIIIIIIII (0.11444216227289783+0j)
IIIIIIIIIIIIIZIZIIIIIIIIIIII (0.145562361468677+0j)
IIIIXIIIXIXYYXZZZIIIZIIIIIII (0.0015518749663012775+0j)
IIIIXIIIXIXXYYZZZIIIZIIIIIII (-0.0015518749663012775+0j)
IIIIXIIIYIIIYXZZZIIIZIIIIIII (0.0006609324535564055+0j)
IIIIXIIIXZZIYYZZZIIIZIIIIIII (-0.0006609324535564055+0j)
XIYIZIIIIIIIYXZZZIIIZIIIIIII (0.0016922341231097667+0j)
XIXZZIIIIIIIYYZZZIIIZIIIIIII (-0.0016922341231097667+0j)
IIIIIIIIIIIIZZZZZIIIZIIIIIII (0.14556838500315245+0j)
IIIIXIIIXIYIYZZZZIIIZIIIIIII (0.0016220955098863522+0j)
IIIIXIIIXIXZXIIZIIIIIIIIIIII (0.0016220955098863522+0j)
XIXYZIIIIIIIYZZZZIIIZIIIIIII (0.0016694031246864555+0j)
XIXXZIIIIIIIXIIZIIIIIIIIIIII (0.0016694031246864555+0j)
YIIIZIIIIIIIYZZZZIIIZIIIIIII (-0.0004097897145259327+0j)
XZZIZIIIIIIIXIIZIIIIIIIIIIII (-0.0004097897145259327+0j)
IIIIIIIIIIIZIIIZIIIIIIIIIIII (0.11102281403157861+0j)
IIIIIIIIZIXXIIIZIIIIIIIIIIII (-0.011498058073045015+0j)
IIIIIIIIIZYYIIIZIIIIIIIIIIII (-0.011498058073045015+0j)
XIYIYIIIXIXXIIIZIIIIIIIIIIII (-0.006036718272364523+0j)
XIXZYIIIXIXYIIIZIIIIIIIIIIII (0.006036718272364523+0j)
IIIIIIIIIIZZIIIZIIIIIIIIIIII (0.09840261423244837+0j)
XIXYYIIIXIXZIIIZIIIIIIIIIIII (-0.011942113020476826+0j)
XIXXYIIIXIYIIIIZIIIIIIIIIIII (0.011942113020476826+0j)
YIIIYIIIXIXZIIIZIIIIIIIIIIII (-0.0019807135344315696+0j)
XZZIYIIIXIYIIIIZIIIIIIIIIIII (0.0019807135344315696+0j)
IIIIIIIIIZIIIIIZIIIIIIIIIIII (0.10318205201682044+0j)
IIIIZIIIXXZIIIIZIIIIIIIIIIII (0.016987456197627808+0j)
IIIIIZZIYYZIIIIZIIIIIIIIIIII (0.016987456197627808+0j)
IIIIIIIIZZZIIIIZIIIIIIIIIIII (0.10610536075126861+0j)
XIYIYIIIXZZIIIIZIIIIIIIIIIII (-0.009469756349826004+0j)
XIXZYIIIYIIIIIIZIIIIIIIIIIII (0.009469756349826004+0j)
IIIIIIIZIIIIIIIZIIIIIIIIIIII (0.09985781491777815+0j)
XYZIYIXXZIIIIIIZIIIIIIIIIIII (-0.01799844151672761+0j)
XXZIYIXYZIIIIIIZIIIIIIIIIIII (0.01799844151672761+0j)
IIIIIIZZIIIIIIIZIIIIIIIIIIII (0.10724829607098424+0j)
IIIIIZIIIIIIIIIZIIIIIIIIIIII (0.10957536252955133+0j)
IIIIZZZIZIIIIIIZIIIIIIIIIIII (0.1044147686991384+0j)
IIIZIIIIIIIIIIIZIIIIIIIIIIII (0.09848815632142822+0j)
ZIXXIIIIIIIIIIIZIIIIIIIIIIII (0.006379823944289438+0j)
IZYYIIIIIIIIIIIZIIIIIIIIIIII (0.006379823944289438+0j)
IIZZIIIIIIIIIIIZIIIIIIIIIIII (0.09736771085116856+0j)
IZIIIIIIIIIIIIIZIIIIIIIIIIII (0.11240633828215729+0j)
ZZZIIIIIIIIIIIIZIIIIIIIIIIII (0.12239532961436697+0j)
IIIIXIIIXYZIYXIXZIIIZIIIIIII (-0.0015154128591252666+0j)
IIIIXIIIXXZIYYIXZIIIZIIIIIII (0.0015154128591252666+0j)
IIIIXIIIXYZIYXZXZIIIZIIIIIII (0.0015154128591252666+0j)
IIIIXIIIXXZIYYZXZIIIZIIIIIII (-0.0015154128591252666+0j)
IIIIYIIIIIIIYXIXZIIIZIIIIIII (-0.0020476765997038513+0j)
IIIIXZZIZIIIYYIXZIIIZIIIIIII (0.0020476765997038513+0j)
IIIIYIIIIIIIYXZXZIIIZIIIIIII (0.0020476765997038513+0j)
IIIIXZZIZIIIYYZXZIIIZIIIIIII (-0.0020476765997038513+0j)
IIIIXIXYZIIIYZIXZIIIZIIIIIII (-0.0013531317300311632+0j)
IIIIXIXXZIIIXIZXIIIIIIIIIIII (-0.0013531317300311632+0j)
IIIIXIXYZIIIYZZXZIIIZIIIIIII (0.0013531317300311632+0j)
IIIIXIXXZIIIXIIXIIIIIIIIIIII (0.0013531317300311632+0j)
XYZIZIIIIIIIYZIXZIIIZIIIIIII (-0.0025651105252617254+0j)
XXZIZIIIIIIIXIZXIIIIIIIIIIII (-0.0025651105252617254+0j)
XYZIZIIIIIIIYZZXZIIIZIIIIIII (0.0025651105252617254+0j)
XXZIZIIIIIIIXIIXIIIIIIIIIIII (0.0025651105252617254+0j)
IIIIIIIIIYYXIIZXIIIIIIIIIIII (-0.007618834693815012+0j)
IIIIIIIIIXYYIIZXIIIIIIIIIIII (0.007618834693815012+0j)
IIIIIIIIIYYXIIIXIIIIIIIIIIII (0.007618834693815012+0j)
IIIIIIIIIXYYIIIXIIIIIIIIIIII (-0.007618834693815012+0j)
IIIIZIIIXIXXIIZXIIIIIIIIIIII (0.007446142114112256+0j)
IIIIIZZIYIXYIIZXIIIIIIIIIIII (0.007446142114112256+0j)
IIIIZIIIXIXXIIIXIIIIIIIIIIII (-0.007446142114112256+0j)
IIIIIZZIYIXYIIIXIIIIIIIIIIII (-0.007446142114112256+0j)
IIIIIIXYYIXZIIZXIIIIIIIIIIII (-0.0035434787431218922+0j)
IIIIIIXXYIYIIIZXIIIIIIIIIIII (0.0035434787431218922+0j)
IIIIIIXYYIXZIIIXIIIIIIIIIIII (0.0035434787431218922+0j)
IIIIIIXXYIYIIIIXIIIIIIIIIIII (-0.0035434787431218922+0j)
XYZIYIIIXIXZIIZXIIIIIIIIIIII (-0.003627832033654417+0j)
XXZIYIIIXIYIIIZXIIIIIIIIIIII (0.003627832033654417+0j)
XYZIYIIIXIXZIIIXIIIIIIIIIIII (0.003627832033654417+0j)
XXZIYIIIXIYIIIIXIIIIIIIIIIII (-0.003627832033654417+0j)
IIIIIIIIZXZIIIZXIIIIIIIIIIII (-0.0025813687804095106+0j)
IIIIIIIIIXIIIIZXIIIIIIIIIIII (0.0025813687804095106+0j)
IIIIIIIIZXZIIIIXIIIIIIIIIIII (0.0025813687804095106+0j)
IIIIIIIIIXIIIIIXIIIIIIIIIIII (-0.0025813687804095106+0j)
XIYIYIIIXXZIIIZXIIIIIIIIIIII (-0.00027120472920859947+0j)
XIXZYIIIXYZIIIZXIIIIIIIIIIII (0.00027120472920859947+0j)
XIYIYIIIXXZIIIIXIIIIIIIIIIII (0.00027120472920859947+0j)
XIXZYIIIXYZIIIIXIIIIIIIIIIII (-0.00027120472920859947+0j)
IIIIZIIIXZZIIIZXIIIIIIIIIIII (-0.004302897290765931+0j)
IIIIIZZIXIIIIIZXIIIIIIIIIIII (0.004302897290765931+0j)
IIIIZIIIXZZIIIIXIIIIIIIIIIII (0.004302897290765931+0j)
IIIIIZZIXIIIIIIXIIIIIIIIIIII (-0.004302897290765931+0j)
XIXYYIXXZIIIIIZXIIIIIIIIIIII (-0.002239207240696751+0j)
XIXXYIXYZIIIIIZXIIIIIIIIIIII (0.002239207240696751+0j)
XIXYYIXXZIIIIIIXIIIIIIIIIIII (0.002239207240696751+0j)
XIXXYIXYZIIIIIIXIIIIIIIIIIII (-0.002239207240696751+0j)
YIIIYIXXZIIIIIZXIIIIIIIIIIII (-0.005023899192926138+0j)
XZZIYIXYZIIIIIZXIIIIIIIIIIII (0.005023899192926138+0j)
YIIIYIXXZIIIIIIXIIIIIIIIIIII (0.005023899192926138+0j)
XZZIYIXYZIIIIIIXIIIIIIIIIIII (-0.005023899192926138+0j)
XIYIYZZIZIIIIIZXIIIIIIIIIIII (-0.0007963024881733566+0j)
XIXZXIIIIIIIIIZXIIIIIIIIIIII (-0.0007963024881733566+0j)
XIYIYZZIZIIIIIIXIIIIIIIIIIII (0.0007963024881733566+0j)
XIXZXIIIIIIIIIIXIIIIIIIIIIII (0.0007963024881733566+0j)
IYYXIIIIIIIIIIZXIIIIIIIIIIII (-0.004132521858654301+0j)
IXYYIIIIIIIIIIZXIIIIIIIIIIII (0.004132521858654301+0j)
IYYXIIIIIIIIIIIXIIIIIIIIIIII (0.004132521858654301+0j)
IXYYIIIIIIIIIIIXIIIIIIIIIIII (-0.004132521858654301+0j)
ZXZIIIIIIIIIIIZXIIIIIIIIIIII (0.007953167341469142+0j)
IXIIIIIIIIIIIIZXIIIIIIIIIIII (-0.007953167341469142+0j)
ZXZIIIIIIIIIIIIXIIIIIIIIIIII (-0.007953167341469142+0j)
IXIIIIIIIIIIIIIXIIIIIIIIIIII (0.007953167341469142+0j)
IIIIIIIIIIIIIZZZIIIIIIIIIIII (0.18988609681539256+0j)
IIIIXIIIXIXYYXIZZIIIZIIIIIII (0.00217889052522721+0j)
IIIIXIIIXIXXYYIZZIIIZIIIIIII (-0.00217889052522721+0j)
IIIIXIIIYIIIYXIZZIIIZIIIIIII (0.0030186214773743766+0j)
IIIIXIIIXZZIYYIZZIIIZIIIIIII (-0.0030186214773743766+0j)
XIYIZIIIIIIIYXIZZIIIZIIIIIII (0.004299511621323883+0j)
XIXZZIIIIIIIYYIZZIIIZIIIIIII (-0.004299511621323883+0j)
IIIIIIIIIIIIZZIZZIIIZIIIIIII (0.1898999008239292+0j)
IIIIXIIIXIYIYZIZZIIIZIIIIIII (0.003592321976990775+0j)
IIIIXIIIXIXZXIZZIIIIIIIIIIII (0.003592321976990775+0j)
XIXYZIIIIIIIYZIZZIIIZIIIIIII (0.0034433487390460728+0j)
XIXXZIIIIIIIXIZZIIIIIIIIIIII (0.0034433487390460728+0j)
YIIIZIIIIIIIYZIZZIIIZIIIIIII (-0.003078950620172163+0j)
XZZIZIIIIIIIXIZZIIIIIIIIIIII (-0.003078950620172163+0j)
IIIIIIIIIIIZIIZZIIIIIIIIIIII (0.13658766748333898+0j)
IIIIIIIIZIXXIIZZIIIIIIIIIIII (-0.028572147917533208+0j)
IIIIIIIIIZYYIIZZIIIIIIIIIIII (-0.028572147917533208+0j)
XIYIYIIIXIXXIIZZIIIIIIIIIIII (-0.01109459380361737+0j)
XIXZYIIIXIXYIIZZIIIIIIIIIIII (0.01109459380361737+0j)
IIIIIIIIIIZZIIZZIIIIIIIIIIII (0.10637788992557473+0j)
XIXYYIIIXIXZIIZZIIIIIIIIIIII (-0.02439048040206794+0j)
XIXXYIIIXIYIIIZZIIIIIIIIIIII (0.02439048040206794+0j)
YIIIYIIIXIXZIIZZIIIIIIIIIIII (-0.0013592514354419673+0j)
XZZIYIIIXIYIIIZZIIIIIIIIIIII (0.0013592514354419673+0j)
IIIIIIIIIZIIIIZZIIIIIIIIIIII (0.11054081468762006+0j)
IIIIZIIIXXZIIIZZIIIIIIIIIIII (0.030492072583648295+0j)
IIIIIZZIYYZIIIZZIIIIIIIIIIII (0.030492072583648295+0j)
IIIIIIIIZZZIIIZZIIIIIIIIIIII (0.12945076034433847+0j)
XIYIYIIIXZZIIIZZIIIIIIIIIIII (-0.021642317000928276+0j)
XIXZYIIIYIIIIIZZIIIIIIIIIIII (0.021642317000928276+0j)
IIIIIIIZIIIIIIZZIIIIIIIIIIII (0.10221151710556224+0j)
XYZIYIXXZIIIIIZZIIIIIIIIIIII (-0.029936315541121833+0j)
XXZIYIXYZIIIIIZZIIIIIIIIIIII (0.029936315541121833+0j)
IIIIIIZZIIIIIIZZIIIIIIIIIIII (0.13220104346909559+0j)
IIIIIZIIIIIIIIZZIIIIIIIIIIII (0.1329663713069885+0j)
IIIIZZZIZIIIIIZZIIIIIIIIIIII (0.11207596723018731+0j)
IIIZIIIIIIIIIIZZIIIIIIIIIIII (0.10435287015576672+0j)
ZIXXIIIIIIIIIIZZIIIIIIIIIIII (0.013224474064622195+0j)
IZYYIIIIIIIIIIZZIIIIIIIIIIII (0.013224474064622195+0j)
IIZZIIIIIIIIIIZZIIIIIIIIIIII (0.10343727128421779+0j)
IZIIIIIIIIIIIIZZIIIIIIIIIIII (0.12239532961436697+0j)
ZZZIIIIIIIIIIIZZIIIIIIIIIIII (0.16072581668345243+0j)
IIIIIIIIIIIIZIZIZIIIZIIIIIII (0.0992524302529108+0j)
IIIIXIIIXIYIYIZIZIIIZIIIIIII (0.001208944169894914+0j)
IIIIXIIIXIXZXZIIIIIIIIIIIIII (0.001208944169894914+0j)
XIXYZIIIIIIIYIZIZIIIZIIIIIII (0.0008315092930533605+0j)
XIXXZIIIIIIIXZIIIIIIIIIIIIII (0.0008315092930533605+0j)
YIIIZIIIIIIIYIZIZIIIZIIIIIII (-0.004018631663877981+0j)
XZZIZIIIIIIIXZIIIIIIIIIIIIII (-0.004018631663877981+0j)
IIIIIIIIIIIZIZIIIIIIIIIIIIII (0.14484152548946946+0j)
IIIIIIIIZIXXIZIIIIIIIIIIIIII (-0.026607424959019084+0j)
IIIIIIIIIZYYIZIIIIIIIIIIIIII (-0.026607424959019084+0j)
XIYIYIIIXIXXIZIIIIIIIIIIIIII (-0.017940745644012247+0j)
XIXZYIIIXIXYIZIIIIIIIIIIIIII (0.017940745644012247+0j)
IIIIIIIIIIZZIZIIIIIIIIIIIIII (0.11722046481278132+0j)
XIXYYIIIXIXZIZIIIIIIIIIIIIII (-0.03428044867262285+0j)
XIXXYIIIXIYIIZIIIIIIIIIIIIII (0.03428044867262285+0j)
YIIIYIIIXIXZIZIIIIIIIIIIIIII (0.0015103355904811063+0j)
XZZIYIIIXIYIIZIIIIIIIIIIIIII (-0.0015103355904811063+0j)
IIIIIIIIIZIIIZIIIIIIIIIIIIII (0.11866071835670451+0j)
IIIIZIIIXXZIIZIIIIIIIIIIIIII (0.038146416284262456+0j)
IIIIIZZIYYZIIZIIIIIIIIIIIIII (0.038146416284262456+0j)
IIIIIIIIZZZIIZIIIIIIIIIIIIII (0.13757863091797984+0j)
XIYIYIIIXZZIIZIIIIIIIIIIIIII (-0.02933410931815437+0j)
XIXZYIIIYIIIIZIIIIIIIIIIIIII (0.02933410931815437+0j)
IIIIIIIZIIIIIZIIIIIIIIIIIIII (0.11057122389797543+0j)
XYZIYIXXZIIIIZIIIIIIIIIIIIII (-0.040901423095982964+0j)
XXZIYIXYZIIIIZIIIIIIIIIIIIII (0.040901423095982964+0j)
IIIIIIZZIIIIIZIIIIIIIIIIIIII (0.14660057229661758+0j)
IIIIIZIIIIIIIZIIIIIIIIIIIIII (0.1540681215927093+0j)
IIIIZZZIZIIIIZIIIIIIIIIIIIII (0.12261724326116195+0j)
IIIZIIIIIIIIIZIIIIIIIIIIIIII (0.11652764067514892+0j)
ZIXXIIIIIIIIIZIIIIIIIIIIIIII (0.012437072137702138+0j)
IZYYIIIIIIIIIZIIIIIIIIIIIIII (0.012437072137702138+0j)
IIZZIIIIIIIIIZIIIIIIIIIIIIII (0.11703161686162555+0j)
IZIIIIIIIIIIIZIIIIIIIIIIIIII (0.14194626830700907+0j)
ZZZIIIIIIIIIIZIIIIIIIIIIIIII (0.18253996961602353+0j)
IIIIXIIIXIXYXYIIIIIIIIIIIIII (-0.0006724759879068593+0j)
IIIIXIIIXIXXXXIIIIIIIIIIIIII (-0.0006724759879068593+0j)
IIIIXIIIYIIIXYIIIIIIIIIIIIII (0.002858811136751116+0j)
IIIIXIIIXZZIXXIIIIIIIIIIIIII (0.002858811136751116+0j)
XIYIZIIIIIIIXYIIIIIIIIIIIIII (0.0021542400204621406+0j)
XIXZZIIIIIIIXXIIIIIIIIIIIIII (0.0021542400204621406+0j)
IIIIIIIIIIZXZXZIZIIIZIIIIIII (0.0363090041289108+0j)
IIIIIIIIIIIXZXZIZIIIZIIIIIII (-0.036324117101077524+0j)
IIIIIIIIIIZYIYIIIIIIIIIIIIII (-1.5112972166724144e-05+0j)
IIIIIIIIIIIYZYZIZIIIZIIIIIII (-1.5112972166724144e-05+0j)
IIIIIIIIIIZXIXIIIIIIIIIIIIII (-0.036324117101077524+0j)
IIIIIIIIIIIXIXIIIIIIIIIIIIII (0.0363090041289108+0j)
XIXYYIIIXIXXZXZIZIIIZIIIIIII (-0.02659772825619701+0j)
XIXXYIIIXIXYZXZIZIIIZIIIIIII (0.026608013056609977+0j)
XIXYYIIIXIXYIYIIIIIIIIIIIIII (1.0284800412967837e-05+0j)
XIXXYIIIXIXXZYZIZIIIZIIIIIII (-1.0284800412967837e-05+0j)
XIXYYIIIXIXXIXIIIIIIIIIIIIII (0.026608013056609977+0j)
XIXXYIIIXIXYIXIIIIIIIIIIIIII (-0.02659772825619701+0j)
YIIIYIIIXIXXZXZIZIIIZIIIIIII (-0.0289729653112622+0j)
XZZIYIIIXIXYZXZIZIIIZIIIIIII (0.0289287700459889+0j)
YIIIYIIIXIXYIYIIIIIIIIIIIIII (-4.419526527330714e-05+0j)
XZZIYIIIXIXXZYZIZIIIZIIIIIII (4.419526527330714e-05+0j)
YIIIYIIIXIXXIXIIIIIIIIIIIIII (0.0289287700459889+0j)
XZZIYIIIXIXYIXIIIIIIIIIIIIII (-0.0289729653112622+0j)
IIIIIIIIZIXZZXZIZIIIZIIIIIII (0.030585734542066482+0j)
IIIIIIIIIZXIZXZIZIIIZIIIIIII (-0.030654881630832395+0j)
IIIIIIIIZIYIIYIIIIIIIIIIIIII (-6.91470887659129e-05+0j)
IIIIIIIIIZYZZYZIZIIIZIIIIIII (-6.91470887659129e-05+0j)
IIIIIIIIZIXZIXIIIIIIIIIIIIII (-0.030654881630832395+0j)
IIIIIIIIIZXIIXIIIIIIIIIIIIII (0.030585734542066482+0j)
XIYIYIIIXIXZZXZIZIIIZIIIIIII (-0.0257978797982777+0j)
XIXZYIIIXIYIZXZIZIIIZIIIIIII (0.025850877247775683+0j)
XIYIYIIIXIYIIYIIIIIIIIIIIIII (5.299744949797784e-05+0j)
XIXZYIIIXIXZZYZIZIIIZIIIIIII (-5.299744949797784e-05+0j)
XIYIYIIIXIXZIXIIIIIIIIIIIIII (0.025850877247775683+0j)
XIXZYIIIXIYIIXIIIIIIIIIIIIII (-0.0257978797982777+0j)
IIIIIIXYYXZIZXZIZIIIZIIIIIII (-0.03975643253618253+0j)
IIIIIIXXYYZIZXZIZIIIZIIIIIII (0.03970731830308794+0j)
IIIIIIXYYYZIIYIIIIIIIIIIIIII (-4.9114233094599453e-05+0j)
IIIIIIXXYXZIZYZIZIIIZIIIIIII (4.9114233094599453e-05+0j)
IIIIIIXYYXZIIXIIIIIIIIIIIIII (0.03970731830308794+0j)
IIIIIIXXYYZIIXIIIIIIIIIIIIII (-0.03975643253618253+0j)
XYZIYIIIXXZIZXZIZIIIZIIIIIII (-0.02956208851715681+0j)
XXZIYIIIXYZIZXZIZIIIZIIIIIII (0.029475513237048143+0j)
XYZIYIIIXYZIIYIIIIIIIIIIIIII (-8.657528010866389e-05+0j)
XXZIYIIIXXZIZYZIZIIIZIIIIIII (8.657528010866389e-05+0j)
XYZIYIIIXXZIIXIIIIIIIIIIIIII (0.029475513237048143+0j)
XXZIYIIIXYZIIXIIIIIIIIIIIIII (-0.02956208851715681+0j)
XIXYYIIIXZZIZXZIZIIIZIIIIIII (-0.003624583657765087+0j)
XIXXYIIIYIIIZXZIZIIIZIIIIIII (0.003578080492161866+0j)
XIXYYIIIYIIIIYIIIIIIIIIIIIII (-4.650316560322128e-05+0j)
XIXXYIIIXZZIZYZIZIIIZIIIIIII (4.650316560322128e-05+0j)
XIXYYIIIXZZIIXIIIIIIIIIIIIII (0.003578080492161866+0j)
XIXXYIIIYIIIIXIIIIIIIIIIIIII (-0.003624583657765087+0j)
YIIIYIIIXZZIZXZIZIIIZIIIIIII (0.048746378065021405+0j)
XZZIYIIIYIIIZXZIZIIIZIIIIIII (-0.04852864406189061+0j)
YIIIYIIIYIIIIYIIIIIIIIIIIIII (0.00021773400313078017+0j)
XZZIYIIIXZZIZYZIZIIIZIIIIIII (-0.00021773400313078017+0j)
YIIIYIIIXZZIIXIIIIIIIIIIIIII (-0.04852864406189061+0j)
XZZIYIIIYIIIIXIIIIIIIIIIIIII (0.048746378065021405+0j)
IIIIZIXXZIIIZXZIZIIIZIIIIIII (0.013669549949904292+0j)
IIIIIZYYIIIIZXZIZIIIZIIIIIII (0.01373299876639061+0j)
IIIIZIXYZIIIIYIIIIIIIIIIIIII (-6.344881648631976e-05+0j)
IIIIIZYXIIIIZYZIZIIIZIIIIIII (-6.344881648631976e-05+0j)
IIIIZIXXZIIIIXIIIIIIIIIIIIII (-0.01373299876639061+0j)
IIIIIZYYIIIIIXIIIIIIIIIIIIII (-0.013669549949904292+0j)
IIIIIYYZIIIIZXZIZIIIZIIIIIII (0.05988561582161427+0j)
IIIIIXXIIIIIZXZIZIIIZIIIIIII (0.05975824877494101+0j)
IIIIIYXIIIIIIYIIIIIIIIIIIIII (-0.00012736704667325877+0j)
IIIIIXYZIIIIZYZIZIIIZIIIIIII (-0.00012736704667325877+0j)
IIIIIYYZIIIIIXIIIIIIIIIIIIII (-0.05975824877494101+0j)
IIIIIXXIIIIIIXIIIIIIIIIIIIII (-0.05988561582161427+0j)
XYZIYZZIZIIIZXZIZIIIZIIIIIII (-0.05069893883223142+0j)
XXZIXIIIIIIIZXZIZIIIZIIIIIII (-0.05058685608527069+0j)
XYZIXIIIIIIIIYIIIIIIIIIIIIII (0.0001120827469607141+0j)
XXZIYZZIZIIIZYZIZIIIZIIIIIII (0.0001120827469607141+0j)
XYZIYZZIZIIIIXIIIIIIIIIIIIII (0.05058685608527069+0j)
XXZIXIIIIIIIIXIIIIIIIIIIIIII (0.05069893883223142+0j)
IIZXIIIIIIIIZXZIZIIIZIIIIIII (0.044148599172450294+0j)
IIIXIIIIIIIIZXZIZIIIZIIIIIII (-0.04418408008725487+0j)
IIZYIIIIIIIIIYIIIIIIIIIIIIII (-3.548091480456289e-05+0j)
IIIYIIIIIIIIZYZIZIIIZIIIIIII (-3.548091480456289e-05+0j)
IIZXIIIIIIIIIXIIIIIIIIIIIIII (-0.04418408008725487+0j)
IIIXIIIIIIIIIXIIIIIIIIIIIIII (0.044148599172450294+0j)
ZIXZIIIIIIIIZXZIZIIIZIIIIIII (-0.025587886416171792+0j)
IZXIIIIIIIIIZXZIZIIIZIIIIIII (0.025417406092915915+0j)
ZIYIIIIIIIIIIYIIIIIIIIIIIIII (-0.0001704803232558754+0j)
IZYZIIIIIIIIZYZIZIIIZIIIIIII (-0.0001704803232558754+0j)
