Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIII (-51.161025573776655+0j)
ZIIIXIXXZIXXZIIIZIIIIIII (-0.0007294868845777253+0j)
IZZIYIXYZIXXZIIIZIIIIIII (-0.0004629742017541257+0j)
ZIIIXIXYIZYXIIIIIIIIIIII (-0.0002665126828235996+0j)
IZZIYIXXZIXYZIIIZIIIIIII (-0.0002665126828235996+0j)
ZIIIXIXXIZYYIIIIIIIIIIII (-0.0004629742017541257+0j)
IZZIYIXYIZYYIIIIIIIIIIII (-0.0007294868845777253+0j)
IYZIYIXZZIXXZIIIZIIIIIII (0.0003558169454465855+0j)
IXZIYIYIZIXXZIIIZIIIIIII (0.00010213100018406391+0j)
IYZIYIYIIZYXIIIIIIIIIIII (0.0004579479456306494+0j)
IXZIYIXZZIXYZIIIZIIIIIII (-0.0004579479456306494+0j)
IYZIYIXZIZYYIIIIIIIIIIII (-0.00010213100018406391+0j)
IXZIYIYIIZYYIIIIIIIIIIII (-0.0003558169454465855+0j)
IIZXIIIIZIXXZIIIZIIIIIII (-0.0023753224310318626+0j)
IIIXIIIIZIXXZIIIZIIIIIII (0.0006271273629056709+0j)
IIZYIIIIIZYXIIIIIIIIIIII (-0.0017481950681261915+0j)
IIIYIIIIZIXYZIIIZIIIIIII (-0.0017481950681261915+0j)
IIZXIIIIIZYYIIIIIIIIIIII (-0.0006271273629056709+0j)
IIIXIIIIIZYYIIIIIIIIIIII (0.0023753224310318626+0j)
ZXZIZIIIZIXXZIIIZIIIIIII (0.0009508850376000745+0j)
IXIIIIIIZIXXZIIIZIIIIIII (-0.001776857545321833+0j)
ZYZIZIIIIZYXIIIIIIIIIIII (-0.0008259725077217589+0j)
IYIIIIIIZIXYZIIIZIIIIIII (-0.0008259725077217589+0j)
ZXZIZIIIIZYYIIIIIIIIIIII (0.001776857545321833+0j)
IXIIIIIIIZYYIIIIIIIIIIII (-0.0009508850376000745+0j)
XIYIZIIZYIXXZIIIZIIIIIII (-0.002386402544020632+0j)
XIXZZIIZYIXYZIIIZIIIIIII (0.002386402544020632+0j)
XIXYZIIXYIXXZIIIZIIIIIII (0.0009081931984677723+0j)
XIXXZIZYYIXXZIIIZIIIIIII (0.0005440356287546859+0j)
XIXYZIZXYIXXZIIIZIIIIIII (-0.0014522288272224581+0j)
XIXXZIIXYIXYZIIIZIIIIIII (-0.0014522288272224581+0j)
XIXYZIIYYIXYZIIIZIIIIIII (-0.0005440356287546859+0j)
XIXXZIZXYIXYZIIIZIIIIIII (0.0009081931984677723+0j)
XIIIYXYYYIXXZIIIZIIIIIII (0.0018024646189213757+0j)
XIIIXXXYYIXXZIIIZIIIIIII (0.0010983919157182538+0j)
XIIIYYYXYIXXZIIIZIIIIIII (-0.0007040727032031214+0j)
XIIIXYXYYIXYZIIIZIIIIIII (-0.0007040727032031214+0j)
XIIIYXYXYIXYZIIIZIIIIIII (-0.0010983919157182538+0j)
XIIIXXXXYIXYZIIIZIIIIIII (-0.0018024646189213757+0j)
YIXXYIXYYIXXZIIIZIIIIIII (0.0024580579974989862+0j)
XZYYXIXYYIXXZIIIZIIIIIII (-0.0013472556827725073+0j)
YIXYYIXXYIXXZIIIZIIIIIII (-0.0011108023147264792+0j)
XZYXXIXYYIXYZIIIZIIIIIII (-0.0011108023147264792+0j)
YIXXYIXXYIXYZIIIZIIIIIII (-0.0013472556827725073+0j)
XZYYXIXXYIXYZIIIZIIIIIII (0.0024580579974989862+0j)
XYYZXIXYYIXXZIIIZIIIIIII (-0.0016763705218049596+0j)
XXXIXIXYYIXXZIIIZIIIIIII (-0.002843915527649399+0j)
XYXIXIXXYIXXZIIIZIIIIIII (0.001167545005844439+0j)
XXYZXIXYYIXYZIIIZIIIIIII (-0.001167545005844439+0j)
XYYZXIXXYIXYZIIIZIIIIIII (0.002843915527649399+0j)
XXXIXIXXYIXYZIIIZIIIIIII (0.0016763705218049596+0j)
XIYIZIZZYIXXZIIIZIIIIIII (-0.0008195898500129315+0j)
XIXZZIZZYIXYZIIIZIIIIIII (0.0008195898500129315+0j)
XYYXXIYIYIXXZIIIZIIIIIII (0.001834231118337691+0j)
XXYYXIYIYIXXZIIIZIIIIIII (-0.000821083048740431+0j)
XYYYXIXZYIXXZIIIZIIIIIII (-0.00101314806959726+0j)
XXYXXIYIYIXYZIIIZIIIIIII (-0.00101314806959726+0j)
XYYXXIXZYIXYZIIIZIIIIIII (-0.000821083048740431+0j)
XXYYXIXZYIXYZIIIZIIIIIII (0.001834231118337691+0j)
YIXZYIYIYIXXZIIIZIIIIIII (-0.00120208517515193+0j)
XZXIXIYIYIXXZIIIZIIIIIII (-0.002865807095968827+0j)
YIYIYIXZYIXXZIIIZIIIIIII (-0.0016637219208168966+0j)
XZYZXIYIYIXYZIIIZIIIIIII (-0.0016637219208168966+0j)
YIXZYIXZYIXYZIIIZIIIIIII (0.002865807095968827+0j)
XZXIXIXZYIXYZIIIZIIIIIII (0.00120208517515193+0j)
XIYIZZIIYIXXZIIIZIIIIIII (-0.003703550671697832+0j)
XIXZZZIIYIXYZIIIZIIIIIII (0.003703550671697832+0j)
XYZIZXIIYIXXZIIIZIIIIIII (-0.002020301773480858+0j)
XXZIIYZIYIXXZIIIZIIIIIII (-0.00024213358958834197+0j)
XYZIIXZIYIXXZIIIZIIIIIII (0.0022624353630692+0j)
XXZIZXIIYIXYZIIIZIIIIIII (0.0022624353630692+0j)
XYZIZYIIYIXYZIIIZIIIIIII (0.00024213358958834197+0j)
XXZIIXZIYIXYZIIIZIIIIIII (-0.002020301773480858+0j)
XIYIIZZIYIXXZIIIZIIIIIII (-0.005110679868875543+0j)
XIXZIZZIYIXYZIIIZIIIIIII (0.005110679868875543+0j)
XIYZZIIIYIXXZIIIZIIIIIII (-0.0030073641013790646+0j)
XIXIZIIIYIXYZIIIZIIIIIII (0.0030073641013790646+0j)
YXYYIIIIYIXXZIIIZIIIIIII (-0.0004706288685044549+0j)
XXXYZIIIYIXXZIIIZIIIIIII (0.0017692292439713852+0j)
YYYXIIIIYIXXZIIIZIIIIIII (0.00223985811247584+0j)
XYXYZIIIYIXYZIIIZIIIIIII (0.00223985811247584+0j)
YXYXIIIIYIXYZIIIZIIIIIII (-0.0017692292439713852+0j)
XXXXZIIIYIXYZIIIZIIIIIII (0.0004706288685044549+0j)
XZYIZIIIYIXXZIIIZIIIIIII (-0.001786313438364604+0j)
XZXZZIIIYIXYZIIIZIIIIIII (0.001786313438364604+0j)
YZXIIIIIYIXXZIIIZIIIIIII (-0.005145534976479759+0j)
YZYZIIIIYIXYZIIIZIIIIIII (-0.005145534976479759+0j)
IIIIIIIIIZZZIIIIIIIIIIII (0.07646596546678164+0j)
XIYIZIIIYXIZZIIIZIIIIIII (0.009828126185071163+0j)
XIXZZIIIYYIZZIIIZIIIIIII (-0.009828126185071163+0j)
IIIIIIIIZZIZZIIIZIIIIIII (0.08594880613905287+0j)
XIXYZIIIYZIZZIIIZIIIIIII (-0.017109668776795546+0j)
XIXXZIIIXIZZIIIIIIIIIIII (-0.017109668776795546+0j)
IIIIIIIZIIZZIIIIIIIIIIII (0.09411177411328896+0j)
IYZIYIXXIIZZIIIIIIIIIIII (-0.01382647484523587+0j)
IXZIYIXYIIZZIIIIIIIIIIII (0.01382647484523587+0j)
IIIIIIZZIIZZIIIIIIIIIIII (0.08682053454933275+0j)
ZIIIXIXZIIZZIIIIIIIIIIII (0.019342769921583146+0j)
IZZIYIYIIIZZIIIIIIIIIIII (0.019342769921583146+0j)
IIIIIZIIIIZZIIIIIIIIIIII (0.10135057244139802+0j)
IIIIZZZIIIZZIIIIIIIIIIII (0.10886035821629389+0j)
IIIZIIIIIIZZIIIIIIIIIIII (0.09519429396670984+0j)
IIZZIIIIIIZZIIIIIIIIIIII (0.08766921848805515+0j)
IZIIIIIIIIZZIIIIIIIIIIII (0.08860401743403151+0j)
ZZZIZIIIIIZZIIIIIIIIIIII (0.1042820077301407+0j)
XIIIXIXYYZXZZIIIZIIIIIII (0.021457699702146834+0j)
XIIIXIXXYZYIZIIIZIIIIIII (-0.021457699702146834+0j)
XYZIZIIIYZXZZIIIZIIIIIII (-0.0007824909379678775+0j)
XXZIZIIIYZYIZIIIZIIIIIII (0.0007824909379678775+0j)
XIIIXIYIYXXZZIIIZIIIIIII (-0.013561959244521115+0j)
XIIIXIXZXYYZIIIIIIIIIIII (0.007961145595496941+0j)
XIIIXIYIXXYZIIIIIIIIIIII (0.005600813649024173+0j)
XIIIXIXZYXYIZIIIZIIIIIII (0.005600813649024173+0j)
XIIIXIYIYYYIZIIIZIIIIIII (-0.007961145595496941+0j)
XIIIXIXZXXXIIIIIIIIIIIII (0.013561959244521115+0j)
YIIIIIIIYXXZZIIIZIIIIIII (-0.0033378931725140857+0j)
XZZIZIIIXYYZIIIIIIIIIIII (0.004335080855815586+0j)
YIIIIIIIXXYZIIIIIIIIIIII (-0.0009971876833015005+0j)
XZZIZIIIYXYIZIIIZIIIIIII (-0.0009971876833015005+0j)
YIIIIIIIYYYIZIIIZIIIIIII (-0.004335080855815586+0j)
XZZIZIIIXXXIIIIIIIIIIIII (0.0033378931725140857+0j)
IIYIYIXXIYYZIIIIIIIIIIII (0.0062427357350577015+0j)
IIXZYIXYIYYZIIIIIIIIIIII (0.0033327278117693294+0j)
IIYIYIXYIXYZIIIIIIIIIIII (-0.009575463546827031+0j)
IIXZYIXXIYXIIIIIIIIIIIII (0.009575463546827031+0j)
IIYIYIXXIXXIIIIIIIIIIIII (-0.0033327278117693294+0j)
IIXZYIXYIXXIIIIIIIIIIIII (-0.0062427357350577015+0j)
IIXYYIXZIYYZIIIIIIIIIIII (-0.005082635701865864+0j)
IIXXYIYIIYYZIIIIIIIIIIII (0.0004813691335020694+0j)
IIXYYIYIIXYZIIIIIIIIIIII (0.004601266568363796+0j)
IIXXYIXZIYXIIIIIIIIIIIII (-0.004601266568363796+0j)
IIXYYIXZIXXIIIIIIIIIIIII (-0.0004813691335020694+0j)
IIXXYIYIIXXIIIIIIIIIIIII (0.005082635701865864+0j)
IIIIZXZIIYYZIIIIIIIIIIII (-0.017326239201245403+0j)
IIIIIXIIIYYZIIIIIIIIIIII (0.012888118951871258+0j)
IIIIZYZIIXYZIIIIIIIIIIII (0.004438120249374146+0j)
IIIIIYIIIYXIIIIIIIIIIIII (0.004438120249374146+0j)
IIIIZXZIIXXIIIIIIIIIIIII (-0.012888118951871258+0j)
IIIIIXIIIXXIIIIIIIIIIIII (0.017326239201245403+0j)
ZIXXZIIIIYYZIIIIIIIIIIII (-0.020291900280162086+0j)
IZYYIIIIIYYZIIIIIIIIIIII (-0.018831326119975133+0j)
ZIXYZIIIIXYZIIIIIIIIIIII (0.001460574160186955+0j)
IZYXIIIIIYXIIIIIIIIIIIII (0.001460574160186955+0j)
ZIXXZIIIIXXIIIIIIIIIIIII (-0.018831326119975133+0j)
IZYYIIIIIXXIIIIIIIIIIIII (-0.020291900280162086+0j)
IYYZIIIIIYYZIIIIIIIIIIII (-0.018723629497688386+0j)
IXXIIIIIIYYZIIIIIIIIIIII (-0.017541387387036787+0j)
IYXIIIIIIXYZIIIIIIIIIIII (-0.0011822421106515986+0j)
IXYZIIIIIYXIIIIIIIIIIIII (-0.0011822421106515986+0j)
IYYZIIIIIXXIIIIIIIIIIIII (-0.017541387387036787+0j)
IXXIIIIIIXXIIIIIIIIIIIII (-0.018723629497688386+0j)
XIIIXIXYXZYZIIIIIIIIIIII (0.013435460828012278+0j)
XIIIXIXXXZXIIIIIIIIIIIII (0.013435460828012278+0j)
XYZIZIIIXZYZIIIIIIIIIIII (-0.010099327651941908+0j)
XXZIZIIIXZXIIIIIIIIIIIII (-0.010099327651941908+0j)
IIXYYIXXZIXZZIIIZIIIIIII (0.007265559062947632+0j)
IIXXYIXYZIXZZIIIZIIIIIII (0.0021791373463256854+0j)
IIXYYIXYIZYZIIIIIIIIIIII (0.009444696409273319+0j)
IIXXYIXXZIYIZIIIZIIIIIII (-0.009444696409273319+0j)
IIXYYIXXIZXIIIIIIIIIIIII (0.0021791373463256854+0j)
IIXXYIXYIZXIIIIIIIIIIIII (0.007265559062947632+0j)
IIYIYIXZZIXZZIIIZIIIIIII (-0.010687479302329472+0j)
IIXZYIYIZIXZZIIIZIIIIIII (0.0022089673083860242+0j)
IIYIYIYIIZYZIIIIIIIIIIII (-0.00847851199394345+0j)
IIXZYIXZZIYIZIIIZIIIIIII (0.00847851199394345+0j)
IIYIYIXZIZXIIIIIIIIIIIII (0.0022089673083860242+0j)
IIXZYIYIIZXIIIIIIIIIIIII (-0.010687479302329472+0j)
IYYXIIIIZIXZZIIIZIIIIIII (-0.0066251230045994225+0j)
IXYYIIIIZIXZZIIIZIIIIIII (0.00954232928576616+0j)
IYYYIIIIIZYZIIIIIIIIIIII (0.002917206281166736+0j)
IXYXIIIIZIYIZIIIZIIIIIII (-0.002917206281166736+0j)
IYYXIIIIIZXIIIIIIIIIIIII (0.00954232928576616+0j)
IXYYIIIIIZXIIIIIIIIIIIII (-0.0066251230045994225+0j)
ZIXZZIIIZIXZZIIIZIIIIIII (-0.01147454257158275+0j)
IZXIIIIIZIXZZIIIZIIIIIII (0.006647882028971812+0j)
ZIYIZIIIIZYZIIIIIIIIIIII (-0.0048266605426109405+0j)
IZYZIIIIZIYIZIIIZIIIIIII (-0.0048266605426109405+0j)
ZIXZZIIIIZXIIIIIIIIIIIII (0.006647882028971812+0j)
IZXIIIIIIZXIIIIIIIIIIIII (-0.01147454257158275+0j)
XYZIZIIZYIXZZIIIZIIIIIII (-0.010383029623002776+0j)
XXZIZIIZYIYIZIIIZIIIIIII (0.010383029623002776+0j)
XIIIXIYXYIXZZIIIZIIIIIII (0.01027062477956849+0j)
XIIIXIYYYIYIZIIIZIIIIIII (0.01027062477956849+0j)
YIIIIIIXYIXZZIIIZIIIIIII (0.009292106926697222+0j)
XZZIZIZYYIXZZIIIZIIIIIII (-0.006069693818608175+0j)
YIIIIIZXYIXZZIIIZIIIIIII (-0.0032224131080890485+0j)
XZZIZIIXYIYIZIIIZIIIIIII (-0.0032224131080890485+0j)
YIIIIIIYYIYIZIIIZIIIIIII (0.006069693818608175+0j)
XZZIZIZXYIYIZIIIZIIIIIII (0.009292106926697222+0j)
XIIIXZXYYIXZZIIIZIIIIIII (0.015325722934135085+0j)
XIIIXZXXYIYIZIIIZIIIIIII (-0.015325722934135085+0j)
XIIIYZYYYIXZZIIIZIIIIIII (-0.016485445363719202+0j)
XIIIYZYXYIYIZIIIZIIIIIII (0.016485445363719202+0j)
XIIZXIXYYIXZZIIIZIIIIIII (0.008240318177366954+0j)
XIIZXIXXYIYIZIIIZIIIIIII (-0.008240318177366954+0j)
XIZZXIXYYIXZZIIIZIIIIIII (0.006196482934928922+0j)
XIZZXIXXYIYIZIIIZIIIIIII (-0.006196482934928922+0j)
XZIIXIXYYIXZZIIIZIIIIIII (0.006206606525074368+0j)
XZIIXIXXYIYIZIIIZIIIIIII (-0.006206606525074368+0j)
YZZIYIXYYIXZZIIIZIIIIIII (-0.011755156985543714+0j)
YZZIYIXXYIYIZIIIZIIIIIII (0.011755156985543714+0j)
XYZIZIZZYIXZZIIIZIIIIIII (-0.008279127465998399+0j)
XXZIZIZZYIYIZIIIZIIIIIII (0.008279127465998399+0j)
XIZXXIYIYIXZZIIIZIIIIIII (0.004446105433748723+0j)
XIIXXIYIYIXZZIIIZIIIIIII (-0.006431696005285408+0j)
XIZYXIXZYIXZZIIIZIIIIIII (0.001985590571536684+0j)
XIIYXIYIYIYIZIIIZIIIIIII (-0.001985590571536684+0j)
XIZXXIXZYIYIZIIIZIIIIIII (-0.006431696005285408+0j)
XIIXXIXZYIYIZIIIZIIIIIII (0.004446105433748723+0j)
YXZIYIYIYIXZZIIIZIIIIIII (0.006237366848402107+0j)
XXIIXIYIYIXZZIIIZIIIIIII (0.00297713207531312+0j)
YYZIYIXZYIXZZIIIZIIIIIII (-0.003260234773088987+0j)
XYIIXIYIYIYIZIIIZIIIIIII (-0.003260234773088987+0j)
YXZIYIXZYIYIZIIIZIIIIIII (-0.00297713207531312+0j)
XXIIXIXZYIYIZIIIZIIIIIII (-0.006237366848402107+0j)
XYZIZZIIYIXZZIIIZIIIIIII (-0.0035237983640639143+0j)
XXZIZZIIYIYIZIIIZIIIIIII (0.0035237983640639143+0j)
XIYIZXIIYIXZZIIIZIIIIIII (-0.002377316788719391+0j)
XIXZIYZIYIXZZIIIZIIIIIII (-0.004488220508663208+0j)
XIYIIXZIYIXZZIIIZIIIIIII (0.0068655372973826+0j)
XIXZZXIIYIYIZIIIZIIIIIII (0.0068655372973826+0j)
XIYIZYIIYIYIZIIIZIIIIIII (0.004488220508663208+0j)
XIXZIXZIYIYIZIIIZIIIIIII (-0.002377316788719391+0j)
XYZIIZZIYIXZZIIIZIIIIIII (-0.005991160713050466+0j)
XXZIIZZIYIYIZIIIZIIIIIII (0.005991160713050466+0j)
XYZZZIIIYIXZZIIIZIIIIIII (-0.004018302699758839+0j)
XXZZZIIIYIYIZIIIZIIIIIII (0.004018302699758839+0j)
YIIXIIIIYIXZZIIIZIIIIIII (0.0011790172275935684+0j)
XZIYZIIIYIXZZIIIZIIIIIII (0.004816517159658695+0j)
YIZXIIIIYIXZZIIIZIIIIIII (-0.0059955343872522635+0j)
XZZXZIIIYIYIZIIIZIIIIIII (-0.0059955343872522635+0j)
YIIYIIIIYIYIZIIIZIIIIIII (-0.004816517159658695+0j)
XZIXZIIIYIYIZIIIZIIIIIII (0.0011790172275935684+0j)
XYIZZIIIYIXZZIIIZIIIIIII (0.0009816777521164857+0j)
XXIZZIIIYIYIZIIIZIIIIIII (-0.0009816777521164857+0j)
YXIIIIIIYIXZZIIIZIIIIIII (-0.005508086328439913+0j)
YYIIIIIIYIYIZIIIZIIIIIII (-0.005508086328439913+0j)
IIIIIIIIZIZIZIIIZIIIIIII (0.08001674537559778+0j)
XIXYZIIIYIZIZIIIZIIIIIII (-0.012717815433166735+0j)
XIXXZIIIXZIIIIIIIIIIIIII (-0.012717815433166735+0j)
IIIIIIIZIZIIIIIIIIIIIIII (0.07311431611808644+0j)
IYZIYIXXIZIIIIIIIIIIIIII (-0.004676969881311048+0j)
IXZIYIXYIZIIIIIIIIIIIIII (0.004676969881311048+0j)
IIIIIIZZIZIIIIIIIIIIIIII (0.07331724492056498+0j)
ZIIIXIXZIZIIIIIIIIIIIIII (0.012015907809112165+0j)
IZZIYIYIIZIIIIIIIIIIIIII (0.012015907809112165+0j)
IIIIIZIIIZIIIIIIIIIIIIII (0.09083604363857978+0j)
IIIIZZZIIZIIIIIIIIIIIIII (0.09092245274118493+0j)
IIIZIIIIIZIIIIIIIIIIIIII (0.08601578647434453+0j)
IIZZIIIIIZIIIIIIIIIIIIII (0.08097185312156806+0j)
IZIIIIIIIZIIIIIIIIIIIIII (0.08293294531111063+0j)
ZZZIZIIIIZIIIIIIIIIIIIII (0.09173201022938017+0j)
XIYIZIIIXYIIIIIIIIIIIIII (0.013544062930309096+0j)
XIXZZIIIXXIIIIIIIIIIIIII (0.013544062930309096+0j)
IIIIIIZXZXZIZIIIZIIIIIII (0.0003527618071051033+0j)
IIIIIIIXZXZIZIIIZIIIIIII (0.015700987724196494+0j)
IIIIIIZYIYIIIIIIIIIIIIII (0.016053749531301596+0j)
IIIIIIIYZYZIZIIIZIIIIIII (0.016053749531301596+0j)
IIIIIIZXIXIIIIIIIIIIIIII (0.015700987724196494+0j)
IIIIIIIXIXIIIIIIIIIIIIII (0.0003527618071051033+0j)
ZIIIXIXXZXZIZIIIZIIIIIII (-0.0017966299421644846+0j)
IZZIYIXYZXZIZIIIZIIIIIII (-0.006489691293067529+0j)
ZIIIXIXYIYIIIIIIIIIIIIII (0.004693061350903044+0j)
IZZIYIXXZYZIZIIIZIIIIIII (0.004693061350903044+0j)
ZIIIXIXXIXIIIIIIIIIIIIII (0.006489691293067529+0j)
IZZIYIXYIXIIIIIIIIIIIIII (0.0017966299421644846+0j)
IYZIYIXZZXZIZIIIZIIIIIII (0.009973046132066928+0j)
IXZIYIYIZXZIZIIIZIIIIIII (0.001399248003071125+0j)
IYZIYIYIIYIIIIIIIIIIIIII (0.011372294135138052+0j)
IXZIYIXZZYZIZIIIZIIIIIII (-0.011372294135138052+0j)
IYZIYIXZIXIIIIIIIIIIIIII (0.001399248003071125+0j)
IXZIYIYIIXIIIIIIIIIIIIII (0.009973046132066928+0j)
IIZXIIIIZXZIZIIIZIIIIIII (-0.0023405987867509692+0j)
IIIXIIIIZXZIZIIIZIIIIIII (0.007332910312310667+0j)
IIZYIIIIIYIIIIIIIIIIIIII (0.004992311525559696+0j)
IIIYIIIIZYZIZIIIZIIIIIII (0.004992311525559696+0j)
IIZXIIIIIXIIIIIIIIIIIIII (0.007332910312310667+0j)
IIIXIIIIIXIIIIIIIIIIIIII (-0.0023405987867509692+0j)
ZXZIZIIIZXZIZIIIZIIIIIII (0.006964616293552106+0j)
IXIIIIIIZXZIZIIIZIIIIIII (-0.0028512587696165686+0j)
ZYZIZIIIIYIIIIIIIIIIIIII (0.004113357523935539+0j)
IYIIIIIIZYZIZIIIZIIIIIII (0.004113357523935539+0j)
ZXZIZIIIIXIIIIIIIIIIIIII (-0.0028512587696165686+0j)
IXIIIIIIIXIIIIIIIIIIIIII (0.006964616293552106+0j)
XIYIZIIZYXZIZIIIZIIIIIII (0.0159988448455763+0j)
XIXZZIIZYYZIZIIIZIIIIIII (-0.0159988448455763+0j)
XIXYZIIXYXZIZIIIZIIIIIII (0.0021942618738220107+0j)
XIXXZIZYYXZIZIIIZIIIIIII (0.003637944031627761+0j)
XIXYZIZXYXZIZIIIZIIIIIII (-0.005832205905449772+0j)
XIXXZIIXYYZIZIIIZIIIIIII (-0.005832205905449772+0j)
XIXYZIIYYYZIZIIIZIIIIIII (-0.003637944031627761+0j)
XIXXZIZXYYZIZIIIZIIIIIII (0.0021942618738220107+0j)
XIIIYXYYYXZIZIIIZIIIIIII (0.02150303644911293+0j)
XIIIXXXYYXZIZIIIZIIIIIII (0.01954750363121222+0j)
XIIIYYYXYXZIZIIIZIIIIIII (-0.0019555328179007184+0j)
XIIIXYXYYYZIZIIIZIIIIIII (-0.0019555328179007184+0j)
XIIIYXYXYYZIZIIIZIIIIIII (-0.01954750363121222+0j)
XIIIXXXXYYZIZIIIZIIIIIII (-0.02150303644911293+0j)
YIXXYIXYYXZIZIIIZIIIIIII (0.02141897749347349+0j)
XZYYXIXYYXZIZIIIZIIIIIII (-0.020164255675872197+0j)
YIXYYIXXYXZIZIIIZIIIIIII (-0.001254721817601287+0j)
XZYXXIXYYYZIZIIIZIIIIIII (-0.001254721817601287+0j)
YIXXYIXXYYZIZIIIZIIIIIII (-0.020164255675872197+0j)
XZYYXIXXYYZIZIIIZIIIIIII (0.02141897749347349+0j)
XYYZXIXYYXZIZIIIZIIIIIII (-0.022402878131308052+0j)
XXXIXIXYYXZIZIIIZIIIIIII (-0.01880563258714101+0j)
XYXIXIXXYXZIZIIIZIIIIIII (-0.0035972455441670437+0j)
XXYZXIXYYYZIZIIIZIIIIIII (0.0035972455441670437+0j)
XYYZXIXXYYZIZIIIZIIIIIII (0.01880563258714101+0j)
XXXIXIXXYYZIZIIIZIIIIIII (0.022402878131308052+0j)
XIYIZIZZYXZIZIIIZIIIIIII (0.015167957959116712+0j)
XIXZZIZZYYZIZIIIZIIIIIII (-0.015167957959116712+0j)
XYYXXIYIYXZIZIIIZIIIIIII (0.008363434037115022+0j)
XXYYXIYIYXZIZIIIZIIIIIII (-0.009147065900682975+0j)
XYYYXIXZYXZIZIIIZIIIIIII (0.0007836318635679532+0j)
XXYXXIYIYYZIZIIIZIIIIIII (0.0007836318635679532+0j)
XYYXXIXZYYZIZIIIZIIIIIII (-0.009147065900682975+0j)
XXYYXIXZYYZIZIIIZIIIIIII (0.008363434037115022+0j)
YIXZYIYIYXZIZIIIZIIIIIII (-0.011641380897091831+0j)
XZXIXIYIYXZIZIIIZIIIIIII (-0.005959091207014333+0j)
YIYIYIXZYXZIZIIIZIIIIIII (0.005682289690077497+0j)
XZYZXIYIYYZIZIIIZIIIIIII (0.005682289690077497+0j)
YIXZYIXZYYZIZIIIZIIIIIII (0.005959091207014333+0j)
XZXIXIXZYYZIZIIIZIIIIIII (0.011641380897091831+0j)
XIYIZZIIYXZIZIIIZIIIIIII (0.014257164364105832+0j)
XIXZZZIIYYZIZIIIZIIIIIII (-0.014257164364105832+0j)
XYZIZXIIYXZIZIIIZIIIIIII (0.007387215567914113+0j)
XXZIIYZIYXZIZIIIZIIIIIII (-0.0008454319499756681+0j)
XYZIIXZIYXZIZIIIZIIIIIII (-0.006541783617938446+0j)
XXZIZXIIYYZIZIIIZIIIIIII (-0.006541783617938446+0j)
XYZIZYIIYYZIZIIIZIIIIIII (0.0008454319499756681+0j)
XXZIIXZIYYZIZIIIZIIIIIII (0.007387215567914113+0j)
XIYIIZZIYXZIZIIIZIIIIIII (0.012483444856805612+0j)
XIXZIZZIYYZIZIIIZIIIIIII (-0.012483444856805612+0j)
XIYZZIIIYXZIZIIIZIIIIIII (0.013467712902908118+0j)
XIXIZIIIYYZIZIIIZIIIIIII (-0.013467712902908118+0j)
YXYYIIIIYXZIZIIIZIIIIIII (-0.0016167825258107124+0j)
XXXYZIIIYXZIZIIIZIIIIIII (-0.008960967734005738+0j)
YYYXIIIIYXZIZIIIZIIIIIII (-0.007344185208195025+0j)
XYXYZIIIYYZIZIIIZIIIIIII (-0.007344185208195025+0j)
YXYXIIIIYYZIZIIIZIIIIIII (0.008960967734005738+0j)
XXXXZIIIYYZIZIIIZIIIIIII (0.0016167825258107124+0j)
XZYIZIIIYXZIZIIIZIIIIIII (0.0037718246014720397+0j)
XZXZZIIIYYZIZIIIZIIIIIII (-0.0037718246014720397+0j)
YZXIIIIIYXZIZIIIZIIIIIII (0.013812425043405373+0j)
YZYZIIIIYYZIZIIIZIIIIIII (0.013812425043405373+0j)
IIIIIIIZZZZIZIIIZIIIIIII (0.09191261621717414+0j)
IYZIYIXXZZZIZIIIZIIIIIII (-0.01204658627332277+0j)
IXZIYIXYZZZIZIIIZIIIIIII (0.01204658627332277+0j)
IIIIIIZZZZZIZIIIZIIIIIII (0.062029380297594784+0j)
ZIIIXIXZZZZIZIIIZIIIIIII (0.008269569530928762+0j)
IZZIYIYIZZZIZIIIZIIIIIII (0.008269569530928762+0j)
IIIIIZIIZZZIZIIIZIIIIIII (0.09672461501360963+0j)
IIIIZZZIZZZIZIIIZIIIIIII (0.09831190441700662+0j)
IIIZIIIIZZZIZIIIZIIIIIII (0.08070364916165298+0j)
IIZZIIIIZZZIZIIIZIIIIIII (0.08532928052793091+0j)
IZIIIIIIZZZIZIIIZIIIIIII (0.08412499806499213+0j)
ZZZIZIIIZZZIZIIIZIIIIIII (0.0894649740337114+0j)
XIXYZIIZYZZIZIIIZIIIIIII (-0.02061054563190565+0j)
XIXXZIIZXIIIIIIIIIIIIIII (-0.02061054563190565+0j)
XIYIZIIXYZZIZIIIZIIIIIII (-0.00107028453858117+0j)
XIXZZIZYYZZIZIIIZIIIIIII (0.0010335428188370007+0j)
XIYIZIZXYZZIZIIIZIIIIIII (3.6741719744168636e-05+0j)
XIXZZIIXXIIIIIIIIIIIIIII (-3.6741719744168636e-05+0j)
XIYIZIIYXIIIIIIIIIIIIIII (0.0010335428188370007+0j)
XIXZZIZXXIIIIIIIIIIIIIII (0.00107028453858117+0j)
XYYXXIXYYZZIZIIIZIIIIIII (0.0021672882270054213+0j)
XXYYXIXYYZZIZIIIZIIIIIII (-0.00011265424119869492+0j)
